累計7iD会員数
0	4680000
1	4833750
2	4987500
3	5141250
4	5295000
5	5448750
6	5602500
7	5756250
8	5910000
9	6114000
10	6318000
11	6522000
12	6726000
13	6930000
14	7110000
15	7290000
16	7470000
17	7650000
18	7920000
19	8190000
20	8460000
21	8730000
22	8902000
23	9074000
24	9246000
25	9418000
26	9590000
27	9845000
28	10100000
29	10355000
30	10610000
31	10947500
32	11285000
33	11622500
34	11960000
35	12175000
36	12390000
37	12605000
38	12820000
39	13048000
40	13276000
41	13504000
42	13732000
43	13960000
44	14140000
45	14320000
46	14500000
47	14680000
